id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
3245,User3245,40.0,Male,Desktop,Side,,Afternoon,1
675,User675,,,Desktop,Bottom,,Afternoon,0
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1
4228,User4228,,,Desktop,Side,,Morning,1
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,,1
4086,User4086,,Female,Desktop,Top,Entertainment,Morning,1
3483,User3483,20.0,,,Side,News,,1
8127,User8127,,Male,Tablet,Bottom,,Night,1
8155,User8155,40.0,,,,Shopping,Evening,0
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1
6288,User6288,61.0,,Tablet,Bottom,News,Afternoon,1
1464,User1464,,,,Side,Shopping,,0
1768,User1768,,Male,Desktop,Bottom,,Morning,0
5347,User5347,,,Tablet,Bottom,,Evening,0
9608,User9608,56.0,,Mobile,,,Night,0
1971,User1971,,Male,Desktop,Side,Education,Night,0
5329,User5329,54.0,Male,Tablet,,Education,Evening,1
5066,User5066,,Non-Binary,Mobile,Side,,Morning,1
4268,User4268,33.0,,Mobile,Bottom,Shopping,Night,0
1141,User1141,37.0,Male,Desktop,,,Afternoon,1
5876,User5876,55.0,Male,,Top,,Morning,0
9893,User9893,,Female,Tablet,Bottom,News,,0
2046,User2046,,,,Side,Entertainment,Morning,0
284,User284,,Non-Binary,Tablet,Side,Shopping,Afternoon,1
1706,User1706,,,Tablet,Bottom,Shopping,Night,1
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1
4742,User4742,31.0,Male,Desktop,Bottom,,Night,1
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,,1
5690,User5690,34.0,Male,Tablet,Side,Shopping,Morning,0
4845,User4845,57.0,Female,Desktop,Bottom,Social Media,Afternoon,0
7138,User7138,26.0,Male,,Top,Social Media,Night,1
8822,User8822,30.0,,Tablet,Bottom,,Morning,0
5174,User5174,,,Mobile,Side,,Evening,0
9499,User9499,,Female,Mobile,Bottom,Social Media,,1
2309,User2309,22.0,,Tablet,Bottom,,Night,1
3601,User3601,,Non-Binary,,,Entertainment,Afternoon,1
4254,User4254,19.0,Male,Desktop,Bottom,,,1
5460,User5460,,,,Top,Education,Afternoon,0
8174,User8174,,Female,Mobile,,,Afternoon,1
1370,User1370,,Female,Desktop,,,Night,1
4552,User4552,,Non-Binary,,Bottom,,,0
7661,User7661,48.0,,Mobile,Side,News,,1
1619,User1619,37.0,Female,,Side,,Evening,0
9400,User9400,,Non-Binary,Mobile,,,Night,1
6365,User6365,,,,,,,1
3225,User3225,,,Tablet,Bottom,Entertainment,Morning,1
691,User691,,Non-Binary,,Top,,Morning,0
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
6237,User6237,32.0,Non-Binary,Mobile,,News,Morning,1
7730,User7730,,Male,Mobile,Side,,,0
7431,User7431,62.0,Male,Mobile,Bottom,,Evening,0
8561,User8561,52.0,Male,,Bottom,,Evening,1
8843,User8843,,Male,Desktop,Top,,Evening,0
1561,User1561,56.0,,Mobile,Top,,Night,0
983,User983,,Female,Mobile,Bottom,,Night,0
5425,User5425,,,Mobile,Side,Entertainment,,1
4697,User4697,,,Mobile,Side,Entertainment,Afternoon,1
3037,User3037,36.0,,Mobile,Side,,Morning,1
6586,User6586,57.0,,Desktop,Side,,Evening,0
4021,User4021,38.0,,,,,Morning,1
234,User234,19.0,,Tablet,Bottom,Social Media,,1
1305,User1305,,Female,Tablet,Top,News,Night,1
6576,User6576,62.0,Female,,Bottom,Entertainment,,1
8948,User8948,25.0,,Mobile,Bottom,Education,,1
9676,User9676,21.0,,Mobile,Top,,Morning,1
4620,User4620,43.0,,,Side,Entertainment,Night,1
3966,User3966,28.0,Male,Tablet,Top,Shopping,Night,0
9231,User9231,21.0,,Desktop,Top,Shopping,Evening,1
6487,User6487,19.0,,,Side,,,1
5596,User5596,43.0,,Tablet,Top,Social Media,Afternoon,1
9422,User9422,,,Mobile,Side,Entertainment,Night,1
5630,User5630,,,Tablet,Bottom,Shopping,,0
7547,User7547,37.0,Female,Desktop,Bottom,,Night,0
4620,User4620,,Non-Binary,Mobile,Side,Entertainment,Night,1
1529,User1529,20.0,Female,,,Entertainment,,1
1370,User1370,52.0,,,Bottom,,Night,1
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1
2129,User2129,47.0,,,,Social Media,Evening,1
3120,User3120,60.0,,Tablet,,Social Media,Night,0
301,User301,59.0,Male,,Side,Social Media,,1
7766,User7766,,,,Top,,Afternoon,1
7712,User7712,49.0,Non-Binary,Desktop,Side,Education,Afternoon,0
2543,User2543,,,Desktop,,,Night,0
5917,User5917,32.0,,Tablet,Bottom,Education,Morning,0
3109,User3109,,,,,Entertainment,Evening,1
7498,User7498,,Male,Mobile,Side,Shopping,Afternoon,1
3393,User3393,,,,Top,Entertainment,Morning,1
8147,User8147,32.0,,Desktop,Top,,,1
4063,User4063,,,Tablet,,,Morning,0
3659,User3659,,,Tablet,Side,News,Afternoon,0
7766,User7766,,,Mobile,Top,Entertainment,Afternoon,1
7962,User7962,58.0,,Tablet,Top,,Afternoon,1
9090,User9090,41.0,Male,Desktop,Side,,Morning,1
9859,User9859,,Female,Desktop,Top,,Morning,0
2470,User2470,20.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
5136,User5136,,Female,Mobile,Top,,Morning,0
1171,User1171,,,Mobile,Bottom,,Night,1
4548,User4548,,Male,Desktop,Side,Entertainment,Evening,1
775,User775,,Female,,Top,Shopping,Evening,1
9807,User9807,,Non-Binary,,Bottom,Education,Night,1
2289,User2289,,Female,Desktop,Bottom,Shopping,,1
1529,User1529,20.0,Female,Mobile,,Entertainment,Afternoon,1
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
1171,User1171,,Female,Mobile,Bottom,,Night,1
6467,User6467,30.0,Non-Binary,,Side,,Morning,1
4756,User4756,59.0,Non-Binary,Mobile,,Education,Evening,1
2483,User2483,53.0,Non-Binary,Mobile,,,Afternoon,0
1273,User1273,27.0,Non-Binary,,,,Morning,1
8249,User8249,24.0,,Tablet,Top,Education,,0
1905,User1905,62.0,,Mobile,Bottom,Education,Night,1
245,User245,32.0,Non-Binary,Tablet,Side,,Afternoon,0
4620,User4620,,Non-Binary,Mobile,Side,Entertainment,Night,1
7819,User7819,23.0,,Desktop,Top,Social Media,Morning,0
5100,User5100,42.0,,Mobile,Side,Shopping,Morning,1
4853,User4853,,,Tablet,Bottom,Shopping,Afternoon,1
6725,User6725,22.0,,Desktop,Top,Shopping,Evening,0
8362,User8362,36.0,,Mobile,Side,News,Morning,0
3746,User3746,,Male,Desktop,Top,,Morning,1
3990,User3990,28.0,,,Side,,Evening,1
7646,User7646,,,,Bottom,Social Media,Afternoon,0
234,User234,,,,Bottom,Social Media,Morning,1
2373,User2373,31.0,,Desktop,Bottom,Social Media,Night,1
7086,User7086,30.0,Non-Binary,Mobile,Top,,,1
5005,User5005,,Male,Desktop,,Shopping,Morning,1
6056,User6056,40.0,Non-Binary,Mobile,Top,News,Night,0
518,User518,29.0,Male,Tablet,Bottom,,Morning,1
8595,User8595,62.0,Non-Binary,Mobile,Bottom,Social Media,Night,0
3011,User3011,,Non-Binary,Mobile,,,Morning,0
7600,User7600,52.0,Female,Desktop,,,Afternoon,0
5780,User5780,,Female,Mobile,,Entertainment,Afternoon,1
4086,User4086,,Female,Desktop,Top,Entertainment,Morning,1
6627,User6627,,Non-Binary,Desktop,Bottom,Education,Afternoon,1
5110,User5110,,Female,Tablet,Top,Shopping,Morning,1
6661,User6661,30.0,,Desktop,Bottom,,Evening,0
670,User670,22.0,,Desktop,,Shopping,Afternoon,1
5629,User5629,,,,Top,,Night,1
1908,User1908,26.0,Male,Mobile,Bottom,Education,Evening,1
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
8733,User8733,,,Tablet,,,Night,0
4868,User4868,,,Desktop,Top,News,Morning,0
6251,User6251,44.0,Non-Binary,Mobile,Side,Shopping,Morning,1
5022,User5022,48.0,,Mobile,,News,,0
7484,User7484,27.0,Non-Binary,Mobile,Side,,Night,0
491,User491,,,Mobile,Bottom,,Evening,0
775,User775,,Female,Mobile,,,Evening,1
6715,User6715,41.0,Male,Desktop,Side,Shopping,,0
975,User975,,Non-Binary,Tablet,Bottom,,Evening,0
8653,User8653,37.0,Female,Tablet,Side,News,,0
8647,User8647,,Female,Desktop,Top,Shopping,,1
6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1
4483,User4483,,Non-Binary,Desktop,Top,News,Evening,1
6287,User6287,40.0,Female,Tablet,Bottom,,Morning,1
7766,User7766,,,Mobile,Top,,Afternoon,1
5436,User5436,40.0,,,,,Afternoon,1
119,User119,59.0,,Tablet,Top,,Night,1
7674,User7674,43.0,Female,Tablet,Bottom,News,Afternoon,1
3236,User3236,,Female,,Bottom,Education,Morning,1
1148,User1148,25.0,,Mobile,Bottom,,,1
9016,User9016,28.0,Female,Mobile,,,Afternoon,0
3953,User3953,25.0,,Tablet,Top,Education,Afternoon,0
5418,User5418,34.0,Male,,,Entertainment,,1
2542,User2542,58.0,,Mobile,,Entertainment,Evening,1
268,User268,,Non-Binary,Desktop,,Shopping,Night,0
3965,User3965,34.0,Female,,,,Evening,0
5810,User5810,25.0,Non-Binary,Mobile,,News,Morning,0
4106,User4106,,Non-Binary,,Top,Entertainment,Evening,0
1495,User1495,,,Tablet,Top,Shopping,Afternoon,0
6260,User6260,37.0,,Tablet,Top,,Afternoon,0
6849,User6849,39.0,,Mobile,Top,Entertainment,Night,1
7758,User7758,37.0,,Mobile,,,Morning,0
2485,User2485,57.0,Non-Binary,Mobile,Bottom,News,Night,1
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1
1446,User1446,,,Desktop,Bottom,News,Night,1
5100,User5100,42.0,,,Side,Shopping,Morning,1
8226,User8226,,Male,Tablet,,,,1
4266,User4266,28.0,,Desktop,Side,News,Morning,1
6724,User6724,37.0,Female,,Top,Entertainment,,1
7544,User7544,,Female,Mobile,Top,News,Afternoon,1
9207,User9207,54.0,Female,Tablet,Top,Shopping,,0
6756,User6756,29.0,Non-Binary,Tablet,Side,,Night,0
7266,User7266,,,Tablet,Bottom,,Afternoon,1
2267,User2267,,Male,,,,Afternoon,0
9963,User9963,25.0,,Mobile,Bottom,Education,Night,0
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
5909,User5909,45.0,,Tablet,Top,,Afternoon,1
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
4494,User4494,25.0,,Desktop,Bottom,Education,Morning,0
9860,User9860,,Non-Binary,Mobile,Side,,Night,0
6654,User6654,33.0,,Desktop,,Education,Afternoon,1
1166,User1166,,Female,Mobile,,,Evening,0
3412,User3412,20.0,Non-Binary,Desktop,Top,Social Media,Morning,0
2289,User2289,,Female,Desktop,,Shopping,Morning,1
9493,User9493,60.0,Male,,Side,,Evening,0
2453,User2453,,Female,Desktop,Bottom,Social Media,Afternoon,0
2485,User2485,57.0,Non-Binary,Mobile,Bottom,News,Night,1
1370,User1370,52.0,Female,Desktop,Bottom,,,1
998,User998,,,,Top,,Evening,1
2973,User2973,27.0,Non-Binary,Tablet,Bottom,,,1
9806,User9806,58.0,Male,Tablet,Bottom,,Evening,1
3915,User3915,,Female,Desktop,Side,,Evening,1
5425,User5425,,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
2477,User2477,,,Mobile,Top,Entertainment,Afternoon,0
7507,User7507,,,,Top,Education,Afternoon,1
3999,User3999,32.0,,Tablet,Top,Entertainment,Night,0
4228,User4228,,,Desktop,Side,,Morning,1
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1
7679,User7679,,,Desktop,Bottom,Entertainment,Afternoon,0
8832,User8832,49.0,,Tablet,,,,1
6393,User6393,,,,,,,0
6679,User6679,,,Tablet,Bottom,Entertainment,Night,1
6980,User6980,62.0,,Desktop,Bottom,,Night,1
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
2654,User2654,24.0,Female,,,,Morning,0
606,User606,,,Desktop,Bottom,Entertainment,Afternoon,1
3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1
1816,User1816,,Female,,Bottom,,,0
2642,User2642,46.0,Female,,,,Afternoon,0
6441,User6441,,,Desktop,,,,1
4853,User4853,,,Tablet,,Shopping,Afternoon,1
7,User7,,Female,Tablet,Bottom,,Evening,1
9261,User9261,25.0,Male,Mobile,Bottom,News,Night,0
8856,User8856,,Female,Tablet,Bottom,Education,Afternoon,0
6410,User6410,,Non-Binary,Tablet,Top,,Afternoon,0
1137,User1137,,Female,Tablet,Bottom,,Evening,0
1126,User1126,31.0,,Tablet,,,Afternoon,1
125,User125,,Non-Binary,Mobile,Bottom,Education,Morning,0
9412,User9412,34.0,,Mobile,Bottom,Social Media,Morning,1
4348,User4348,62.0,,Desktop,,Shopping,,1
8101,User8101,59.0,,Desktop,Bottom,,Afternoon,1
95,User95,,Non-Binary,,Side,Shopping,,0
7652,User7652,,Male,Mobile,Bottom,,Morning,1
5566,User5566,,,Mobile,Bottom,,Morning,1
1910,User1910,63.0,Male,Desktop,Side,Social Media,,1
9267,User9267,,,Desktop,Top,,,1
1914,User1914,42.0,,Tablet,Bottom,Shopping,Night,1
1117,User1117,,Female,Mobile,,,,0
1612,User1612,40.0,,,Side,News,Evening,1
9924,User9924,40.0,Non-Binary,,Top,News,Morning,0
4950,User4950,,,Mobile,,,,1
255,User255,31.0,,Desktop,Bottom,,Night,1
3118,User3118,57.0,Male,Mobile,Top,,Evening,1
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
7766,User7766,,,Mobile,Top,,,1
6370,User6370,,,Mobile,Top,News,Afternoon,0
8561,User8561,52.0,Male,Mobile,,,Evening,1
6581,User6581,,,Mobile,Bottom,News,,1
3164,User3164,,Female,,Bottom,,Evening,1
2542,User2542,,Non-Binary,Mobile,Side,Entertainment,Evening,1
6836,User6836,,Male,Mobile,Side,Entertainment,,0
9227,User9227,,Non-Binary,Mobile,Side,,Morning,1
1136,User1136,58.0,,Mobile,Side,,Morning,1
7962,User7962,58.0,,Tablet,Top,,Afternoon,1
3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1
2265,User2265,,,Desktop,Bottom,,Night,0
2913,User2913,,,Mobile,Side,Social Media,Evening,1
1446,User1446,,,Desktop,Bottom,News,Night,1
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
2296,User2296,,Male,Desktop,Side,,Night,0
8497,User8497,,Female,Mobile,,,Evening,0
1455,User1455,,,Tablet,Bottom,,Evening,0
6790,User6790,,Female,Mobile,,News,Night,0
3313,User3313,37.0,Female,Mobile,,News,Afternoon,0
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1
5227,User5227,24.0,,Mobile,Top,Entertainment,Night,1
2878,User2878,,,Mobile,Bottom,,Morning,0
3109,User3109,,,Tablet,Side,Entertainment,Evening,1
4981,User4981,,Male,Tablet,,,Evening,1
5338,User5338,,Male,Mobile,,Social Media,Morning,1
8982,User8982,,,Desktop,Bottom,,Evening,0
3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1
7766,User7766,,,,Top,Entertainment,Afternoon,1
9572,User9572,38.0,,Mobile,Bottom,,Morning,1
7688,User7688,,Male,Mobile,Top,,Evening,1
5329,User5329,54.0,Male,Tablet,Side,,,1
4119,User4119,30.0,Non-Binary,Desktop,Top,,Night,0
2542,User2542,58.0,Non-Binary,,Side,,Evening,1
1021,User1021,47.0,Non-Binary,Mobile,Side,News,,0
1755,User1755,,Non-Binary,Tablet,Bottom,,Evening,1
9304,User9304,,Male,Tablet,Top,Shopping,Evening,0
6462,User6462,36.0,,Tablet,Side,Education,Evening,1
6771,User6771,,,Desktop,Side,Shopping,Morning,1
3044,User3044,34.0,Male,Desktop,Top,News,Night,1
5374,User5374,,Non-Binary,Mobile,Side,,Evening,0
9422,User9422,21.0,,,Side,Entertainment,Night,1
1399,User1399,,Female,Mobile,Bottom,,Night,1
9266,User9266,38.0,,,Bottom,Education,Afternoon,1
5309,User5309,63.0,,Desktop,,Social Media,Evening,0
8627,User8627,19.0,Male,,Top,Education,Afternoon,0
4133,User4133,,,Desktop,,,,0
1839,User1839,56.0,Non-Binary,,Top,Shopping,Morning,0
4970,User4970,25.0,Non-Binary,,Side,News,Morning,0
1576,User1576,45.0,,Tablet,Bottom,Entertainment,Afternoon,0
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
1225,User1225,27.0,,Tablet,,Entertainment,,1
3803,User3803,,,,Top,Education,Morning,1
1296,User1296,34.0,,Tablet,Top,,Morning,1
8647,User8647,,Female,Desktop,Top,Shopping,Morning,1
770,User770,,Female,Mobile,Bottom,,Evening,1
3543,User3543,55.0,,Tablet,Top,,Night,1
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1
6075,User6075,32.0,Non-Binary,,Side,Social Media,,1
1805,User1805,,Male,Mobile,Top,,Afternoon,1
5912,User5912,41.0,Non-Binary,,Side,,Night,1
1171,User1171,,Female,Mobile,Bottom,,Night,1
2373,User2373,31.0,,Desktop,Bottom,Social Media,Night,1
3182,User3182,45.0,,Desktop,Top,Social Media,,0
1305,User1305,,Female,Tablet,Top,News,Night,1
7151,User7151,,Non-Binary,,Side,News,Morning,1
5329,User5329,54.0,Male,Tablet,,Education,Evening,1
400,User400,,,Tablet,,,,1
8081,User8081,38.0,,Tablet,Bottom,,Night,1
8789,User8789,44.0,Female,,Top,,Evening,1
8222,User8222,27.0,,Tablet,Side,News,,1
8285,User8285,,Male,Tablet,,,,0
3803,User3803,,,,,Education,,1
412,User412,,,Tablet,Top,News,Evening,1
6401,User6401,45.0,Female,Mobile,Side,,Morning,1
3658,User3658,45.0,,,Side,Shopping,,1
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
8820,User8820,,Non-Binary,Desktop,,Shopping,,0
3108,User3108,,,Tablet,Bottom,Shopping,Morning,0
73,User73,42.0,Non-Binary,,Bottom,News,Morning,0
7683,User7683,47.0,Male,,,Entertainment,Afternoon,0
9231,User9231,21.0,,Desktop,Top,Shopping,Evening,1
4244,User4244,,,,Side,Education,Evening,0
6296,User6296,29.0,,Desktop,Bottom,Education,Evening,1
7151,User7151,,,Tablet,Side,News,Morning,1
1524,User1524,,Male,,Bottom,,Night,1
1136,User1136,,,,Side,,Morning,1
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
2485,User2485,57.0,Non-Binary,Mobile,,,Night,1
8884,User8884,,,Mobile,,Social Media,Evening,0
3044,User3044,34.0,Male,Desktop,Top,,Night,1
2122,User2122,62.0,Non-Binary,Tablet,Side,Shopping,Night,0
5276,User5276,42.0,,Tablet,Side,,Afternoon,1
8174,User8174,20.0,Female,Mobile,Bottom,,,1
8832,User8832,49.0,,Tablet,Side,,,1
3117,User3117,21.0,,,Bottom,,,1
316,User316,42.0,Non-Binary,,,Social Media,Night,1
4266,User4266,,,Desktop,,,Morning,1
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1
6765,User6765,46.0,Female,Tablet,Side,,Morning,1
3037,User3037,36.0,,Mobile,Side,Shopping,Morning,1
5727,User5727,18.0,,Desktop,Side,Shopping,,0
6925,User6925,,,Mobile,,,Afternoon,0
4871,User4871,58.0,,Desktop,Side,,,1
518,User518,29.0,Male,,Bottom,,Morning,1
1171,User1171,,Female,Mobile,Bottom,,Night,1
7962,User7962,,,Tablet,Top,,Afternoon,1
9059,User9059,47.0,Female,Mobile,,Shopping,Morning,0
6100,User6100,,,Desktop,Bottom,Education,,1
6287,User6287,40.0,Female,Tablet,Bottom,,,1
2297,User2297,,Male,Tablet,Side,Education,Morning,1
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1
4029,User4029,21.0,Female,Desktop,Side,News,Afternoon,1
412,User412,,Male,Tablet,Top,News,Evening,1
8046,User8046,20.0,,Desktop,Bottom,,Night,0
5623,User5623,53.0,,Desktop,,,Morning,1
484,User484,,Female,,Side,Education,Morning,0
3164,User3164,,,Desktop,Bottom,,Evening,1
6237,User6237,32.0,Non-Binary,,Top,News,Morning,1
6849,User6849,39.0,,,Top,,Night,1
1148,User1148,25.0,,,Bottom,,Afternoon,1
5053,User5053,61.0,,,Side,Entertainment,Morning,1
6268,User6268,,,Desktop,Top,,Night,1
2337,User2337,,Male,Desktop,Top,Entertainment,,1
9668,User9668,,,Mobile,,Social Media,Morning,0
8922,User8922,26.0,Non-Binary,Mobile,Side,,Evening,0
3863,User3863,,Non-Binary,Tablet,Side,,Morning,0
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1
228,User228,46.0,,Mobile,Top,Social Media,Evening,1
1707,User1707,,Female,Mobile,Top,Social Media,Afternoon,0
9689,User9689,,Male,Desktop,Bottom,Entertainment,Afternoon,1
5609,User5609,28.0,,Mobile,Bottom,Shopping,Afternoon,0
7808,User7808,,,,Top,,Night,1
7055,User7055,,Female,Desktop,Bottom,,,0
1127,User1127,,,Desktop,Side,,Afternoon,1
4776,User4776,27.0,Female,,Bottom,Social Media,Afternoon,0
2431,User2431,54.0,Male,,,,Night,1
8273,User8273,22.0,Male,Tablet,,,Night,0
315,User315,,Non-Binary,,,Social Media,,1
8445,User8445,,Female,Desktop,Side,,Night,0
4228,User4228,,,Desktop,Side,,Morning,1
2380,User2380,,Non-Binary,Desktop,Side,Education,Evening,0
4029,User4029,21.0,Female,Desktop,,News,Afternoon,1
3775,User3775,37.0,,Tablet,,,,0
4053,User4053,,Female,Desktop,Side,,Evening,0
1749,User1749,,Non-Binary,,Bottom,,Evening,0
6654,User6654,33.0,,Desktop,Top,,,1
9200,User9200,,Non-Binary,Desktop,Side,Entertainment,,0
1868,User1868,46.0,Non-Binary,,Top,Education,,0
2288,User2288,,,Desktop,Top,Shopping,Morning,0
7583,User7583,24.0,Female,Tablet,Side,,Night,0
5980,User5980,40.0,Female,Desktop,Side,,Morning,1
2156,User2156,46.0,Female,Tablet,,,,1
2373,User2373,31.0,,Desktop,Bottom,Social Media,,1
9503,User9503,,,Desktop,Side,,Evening,0
8765,User8765,,Male,Mobile,Top,News,Evening,0
3352,User3352,,Female,Desktop,Side,,Night,1
4593,User4593,54.0,Male,Desktop,Side,News,Evening,0
2581,User2581,,Female,,,,Evening,1
7890,User7890,,Non-Binary,Tablet,Side,Entertainment,Morning,0
6409,User6409,52.0,Male,,Top,,Night,1
2595,User2595,,Female,Desktop,,,,1
9990,User9990,25.0,,Desktop,Side,,Night,1
6654,User6654,33.0,,Desktop,,Education,Afternoon,1
5629,User5629,,,,Top,,,1
5498,User5498,,,,Side,Education,Morning,1
7605,User7605,48.0,,Tablet,Top,Education,Morning,0
7498,User7498,,,Mobile,Side,Shopping,Afternoon,1
8789,User8789,,Female,,Top,Entertainment,,1
1214,User1214,26.0,,Mobile,Bottom,News,,1
1029,User1029,,,Mobile,Bottom,,Night,0
412,User412,,Male,Tablet,Top,News,Evening,1
9617,User9617,63.0,,Tablet,Side,Shopping,,1
5301,User5301,,Male,Tablet,Side,Social Media,Night,1
2897,User2897,52.0,Male,,Bottom,,Afternoon,0
7324,User7324,,,Mobile,Side,Education,Evening,0
421,User421,31.0,Non-Binary,,Side,Shopping,,0
6657,User6657,22.0,,Desktop,Bottom,News,Night,1
4073,User4073,,Male,Desktop,Top,Entertainment,Evening,1
3928,User3928,,Non-Binary,Mobile,Side,Shopping,Morning,0
496,User496,40.0,Male,Tablet,Side,,Night,0
6202,User6202,,Female,Tablet,Bottom,Shopping,Night,1
8515,User8515,,,,,Entertainment,Night,1
6128,User6128,,,Desktop,Top,,,0
2722,User2722,39.0,,Desktop,,,,1
7993,User7993,,,Mobile,Bottom,Social Media,,1
3908,User3908,50.0,Female,,Bottom,,Evening,1
3972,User3972,19.0,Female,Mobile,Top,,Morning,0
2804,User2804,,Female,Tablet,Bottom,Education,Evening,1
5498,User5498,,Female,Tablet,Side,Education,Morning,1
2036,User2036,63.0,,Tablet,Bottom,Entertainment,Evening,0
9789,User9789,36.0,,Tablet,Side,,Morning,1
7043,User7043,37.0,,Tablet,Side,,Afternoon,0
49,User49,,,Tablet,Top,,Night,0
674,User674,,,Tablet,Side,Entertainment,Evening,1
928,User928,,Male,,,Social Media,Night,1
1141,User1141,37.0,Male,Desktop,Bottom,,Afternoon,1
3767,User3767,23.0,Male,,Bottom,Shopping,Night,0
6652,User6652,41.0,Male,Tablet,Side,,Morning,0
5574,User5574,52.0,,,Bottom,Shopping,Afternoon,1
4272,User4272,,Female,Desktop,Top,Entertainment,Afternoon,0
1721,User1721,34.0,,,,Social Media,Afternoon,1
8400,User8400,,,,Bottom,,,1
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
3640,User3640,,,Desktop,Side,News,Afternoon,0
6495,User6495,,Non-Binary,,Bottom,Education,Afternoon,1
5216,User5216,,Female,Tablet,Top,Entertainment,Morning,0
9855,User9855,,Male,Desktop,Bottom,News,Morning,1
8222,User8222,27.0,,Tablet,Side,News,,1
7766,User7766,,,,Top,Entertainment,Afternoon,1
4697,User4697,,,Mobile,Side,Entertainment,Afternoon,1
3543,User3543,,,Tablet,Top,,Night,1
1160,User1160,48.0,Female,Desktop,Side,,Afternoon,0
1474,User1474,31.0,,Desktop,Side,Entertainment,Morning,1
9290,User9290,61.0,,Desktop,,,,1
4171,User4171,25.0,,Desktop,Side,,,0
8439,User8439,58.0,,,,Education,Morning,0
2137,User2137,,Male,Tablet,Side,News,Night,1
3644,User3644,,Female,Mobile,Side,Entertainment,Evening,1
6365,User6365,,,,Bottom,,Evening,1
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1
8025,User8025,,Female,Desktop,,Entertainment,Afternoon,0
6765,User6765,,Female,Tablet,Side,Entertainment,,1
8890,User8890,44.0,Female,Tablet,Bottom,,Night,0
9136,User9136,,Non-Binary,,,,Afternoon,1
1524,User1524,24.0,Male,Mobile,Bottom,,,1
5338,User5338,,Male,,Top,Social Media,Morning,1
9227,User9227,,Non-Binary,Mobile,Side,,,1
3245,User3245,,Male,Desktop,,,Afternoon,1
9146,User9146,58.0,,,Top,,Afternoon,1
8222,User8222,27.0,,Tablet,Side,News,Afternoon,1
8794,User8794,45.0,Non-Binary,Desktop,Top,Social Media,,0
1905,User1905,,,,Bottom,,Night,1
1253,User1253,,Female,Desktop,Bottom,Shopping,Morning,1
3309,User3309,,,,,,Night,0
3837,User3837,23.0,,Desktop,Top,Social Media,Afternoon,0
3109,User3109,,,Tablet,Side,,Evening,1
3375,User3375,52.0,Non-Binary,Mobile,Bottom,,Morning,1
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1
8104,User8104,,,Desktop,,,,0
161,User161,,,Tablet,Side,News,Evening,0
6495,User6495,,,Tablet,Bottom,Education,Afternoon,1
7878,User7878,60.0,,Tablet,Side,,Afternoon,1
8817,User8817,53.0,,Tablet,,Education,,1
7159,User7159,60.0,,Desktop,,Entertainment,Evening,0
5569,User5569,,,Mobile,Bottom,,Afternoon,1
5351,User5351,,Male,Tablet,,,Afternoon,0
3746,User3746,,Male,Desktop,Top,,,1
2727,User2727,,Non-Binary,,Bottom,,,1
5912,User5912,,Non-Binary,Mobile,,Education,,1
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
2428,User2428,33.0,,Tablet,,,Morning,1
3945,User3945,,,,Side,Social Media,,0
1399,User1399,,Female,Mobile,Bottom,Education,Night,1
9835,User9835,,,Desktop,,,Evening,0
8789,User8789,44.0,Female,Desktop,Top,,Evening,1
6861,User6861,,Non-Binary,Tablet,Side,,Afternoon,1
9829,User9829,,Non-Binary,Tablet,,,,0
