id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,data_quality_score
6756,User6756,29.0,Non-Binary,Tablet,Side,,Night,0,5
9227,User9227,,Non-Binary,Mobile,,,,1,2
6066,User6066,,Male,Desktop,Side,News,Evening,1,3
2267,User2267,,Male,Desktop,Bottom,,Afternoon,0,2
9963,User9963,25.0,Male,Mobile,Bottom,Education,Night,0,5
7020,User7020,,Non-Binary,Desktop,Side,,,0,2
7292,User7292,18.0,Female,Desktop,Side,,Morning,0,4
3174,User3174,48.0,Female,Desktop,Side,News,Night,0,5
4494,User4494,25.0,Male,Desktop,Bottom,Education,Morning,0,5
24,User24,,Male,Desktop,Side,,Afternoon,1,2
9860,User9860,,Non-Binary,Mobile,Side,,Night,0,4
6409,User6409,52.0,Male,Desktop,Top,,Night,1,4
6654,User6654,33.0,Male,Desktop,Bottom,Education,Afternoon,1,4
1166,User1166,,Female,Mobile,Bottom,,Evening,0,3
3412,User3412,20.0,Non-Binary,Desktop,Top,Social Media,Morning,0,6
2289,User2289,,Female,Desktop,Bottom,Shopping,Morning,1,4
6886,User6886,43.0,Male,Desktop,Side,,Evening,1,3
8947,User8947,22.0,Male,Desktop,Bottom,Entertainment,Night,1,6
9493,User9493,60.0,Male,Desktop,Side,,Evening,0,4
2453,User2453,,Female,Desktop,Bottom,Social Media,Afternoon,0,5
8459,User8459,38.0,Non-Binary,Tablet,Bottom,,,1,4
2431,User2431,54.0,Male,Desktop,Top,,Night,1,4
1370,User1370,52.0,Female,Desktop,Bottom,,,1,4
998,User998,,Male,Desktop,Top,,Evening,1,2
6263,User6263,,Non-Binary,Desktop,Bottom,Entertainment,Night,0,4
9806,User9806,58.0,Male,Tablet,Bottom,,Evening,1,5
7185,User7185,63.0,Female,Desktop,Side,Entertainment,Evening,0,6
7475,User7475,53.0,Male,Tablet,Top,Entertainment,Afternoon,1,4
1685,User1685,21.0,Male,Desktop,Bottom,Education,Morning,0,4
6838,User6838,54.0,Non-Binary,Tablet,Top,Shopping,Morning,0,6
4456,User4456,,Non-Binary,Mobile,Top,,,0,3
6596,User6596,24.0,Male,Desktop,Top,Shopping,Evening,0,6
2477,User2477,,Male,Mobile,Top,Entertainment,Afternoon,0,4
7947,User7947,,Male,Mobile,Bottom,Entertainment,,0,3
5756,User5756,,Male,Desktop,Top,Shopping,Afternoon,1,3
3999,User3999,32.0,Male,Tablet,Top,Entertainment,Night,0,5
7679,User7679,,Male,Desktop,Bottom,Entertainment,Afternoon,0,4
1072,User1072,,Non-Binary,Desktop,Top,,Afternoon,0,3
8832,User8832,49.0,Male,Tablet,,,,1,2
9629,User9629,36.0,Female,Tablet,Top,News,Morning,0,5
6393,User6393,,Male,Desktop,,,,0,0
6679,User6679,,Male,Tablet,Bottom,Entertainment,Night,1,4
2654,User2654,24.0,Female,Desktop,Side,,Morning,0,3
6620,User6620,52.0,Female,Desktop,Top,,Morning,1,4
606,User606,,Male,Desktop,Bottom,Entertainment,Afternoon,1,4
8789,User8789,44.0,Male,Desktop,Top,Entertainment,Evening,1,5
4465,User4465,36.0,Male,Mobile,Side,,Evening,0,5
8009,User8009,,Male,Desktop,Bottom,,Afternoon,0,2
9499,User9499,,Male,Mobile,Bottom,,Morning,1,3
1816,User1816,,Female,Desktop,Bottom,,,0,2
2642,User2642,46.0,Female,Desktop,Side,,Afternoon,0,3
6441,User6441,,Male,Desktop,,,,1,1
5419,User5419,,Male,Tablet,Top,,Morning,1,3
2159,User2159,29.0,Male,Mobile,Top,News,,0,4
9261,User9261,25.0,Male,Mobile,Bottom,News,Night,0,6
7866,User7866,51.0,Male,Desktop,Top,Social Media,Morning,1,4
8856,User8856,,Female,Tablet,Bottom,Education,Afternoon,0,5
2458,User2458,,Non-Binary,Tablet,Side,,Afternoon,0,4
6410,User6410,,Non-Binary,Tablet,Top,,Afternoon,0,4
5066,User5066,46.0,Non-Binary,Mobile,,,,1,3
1137,User1137,,Female,Tablet,Bottom,,Evening,0,4
2600,User2600,,Male,Tablet,Bottom,,,0,2
125,User125,,Non-Binary,Mobile,Bottom,Education,Morning,0,5
4348,User4348,62.0,Male,Desktop,,Shopping,,1,3
95,User95,,Non-Binary,Desktop,Side,Shopping,,0,3
8425,User8425,54.0,Male,Tablet,Side,,Evening,0,3
5566,User5566,,Male,Mobile,Bottom,,Morning,1,3
1454,User1454,,Male,Tablet,Top,,Morning,1,3
6197,User6197,51.0,Male,Desktop,Side,Social Media,Evening,0,4
1117,User1117,,Female,Mobile,,,,0,2
1612,User1612,40.0,Male,Desktop,Side,News,Evening,1,4
6959,User6959,,Male,Desktop,Top,,Evening,1,2
1190,User1190,,Male,Tablet,Side,,Morning,1,2
9924,User9924,40.0,Non-Binary,Desktop,Top,News,Morning,0,5
4950,User4950,,Male,Mobile,,,,1,1
255,User255,31.0,Male,Desktop,Bottom,,Night,1,4
1446,User1446,,Male,Desktop,Side,News,Night,1,3
8028,User8028,53.0,Male,Desktop,Bottom,Social Media,Evening,0,6
7766,User7766,,Male,Mobile,Top,,,1,2
6370,User6370,,Male,Mobile,Top,News,Afternoon,0,4
6581,User6581,,Male,Mobile,Bottom,News,,1,3
3595,User3595,,Male,Desktop,Side,,Evening,0,1
1268,User1268,21.0,Male,Tablet,Side,Education,Afternoon,0,5
2542,User2542,,Non-Binary,Mobile,Side,Entertainment,Evening,1,5
6836,User6836,,Male,Mobile,Side,Entertainment,,0,4
1370,User1370,52.0,Female,Desktop,Bottom,,,1,3
1588,User1588,38.0,Non-Binary,Mobile,Top,,,0,4
3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1,6
2125,User2125,,Female,Tablet,Top,,Evening,1,3
2555,User2555,,Non-Binary,Tablet,Side,News,Evening,1,4
1474,User1474,31.0,Male,Desktop,Side,Entertainment,,1,4
2265,User2265,,Male,Desktop,Bottom,,Night,0,3
2913,User2913,,Male,Mobile,Side,Social Media,Evening,1,4
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1,6
2296,User2296,,Male,Desktop,Side,,Night,0,4
8497,User8497,,Female,Mobile,Top,,Evening,0,3
1455,User1455,,Male,Tablet,Bottom,,Evening,0,3
6790,User6790,,Female,Mobile,Side,News,Night,0,4
8817,User8817,53.0,Male,Tablet,Bottom,Education,,1,5
3313,User3313,37.0,Female,Mobile,Side,News,Afternoon,0,5
3747,User3747,58.0,Non-Binary,Desktop,Bottom,Social Media,Night,0,6
2759,User2759,37.0,Male,Tablet,Bottom,Entertainment,Morning,0,4
2878,User2878,,Male,Mobile,Bottom,,Morning,0,3
4981,User4981,,Male,Tablet,Side,,Evening,1,3
5338,User5338,,Male,Mobile,Side,Social Media,Morning,1,4
7475,User7475,,Male,Tablet,Bottom,,Afternoon,1,3
1225,User1225,27.0,Male,Tablet,Side,Entertainment,Evening,1,5
8982,User8982,,Male,Desktop,Bottom,,Evening,0,3
8400,User8400,,Male,Desktop,Bottom,Entertainment,Afternoon,1,3
8769,User8769,60.0,Non-Binary,Mobile,Side,,Evening,0,5
7766,User7766,,Male,Desktop,Top,Entertainment,Afternoon,1,3
3345,User3345,,Male,Desktop,Side,Social Media,Night,1,4
7688,User7688,,Male,Mobile,Top,,Evening,1,4
7511,User7511,31.0,Female,Desktop,,Shopping,,1,4
5329,User5329,54.0,Male,Tablet,Side,,,1,4
4321,User4321,55.0,Male,Desktop,Bottom,Shopping,Afternoon,0,6
4119,User4119,30.0,Non-Binary,Desktop,Top,,Night,0,5
606,User606,,Male,Desktop,Bottom,Entertainment,,1,2
2542,User2542,58.0,Non-Binary,Desktop,Side,,Evening,1,4
1021,User1021,47.0,Non-Binary,Mobile,Side,News,,0,5
1755,User1755,,Non-Binary,Tablet,Bottom,,Evening,1,4
9838,User9838,19.0,Non-Binary,Desktop,Bottom,,Afternoon,0,4
487,User487,,Male,Mobile,Side,,,1,3
9736,User9736,46.0,Male,Desktop,,Education,,1,3
9136,User9136,,Non-Binary,Desktop,Side,,,1,2
9304,User9304,,Male,Tablet,Top,Shopping,Evening,0,5
5374,User5374,,Non-Binary,Mobile,Side,,Evening,0,4
9422,User9422,21.0,Male,Desktop,Side,Entertainment,Night,1,4
1399,User1399,,Female,Mobile,Bottom,,Night,1,4
5531,User5531,34.0,Male,Desktop,Top,News,Night,1,5
1529,User1529,20.0,Female,Desktop,Top,Entertainment,,1,4
4495,User4495,37.0,Male,Mobile,Side,News,,0,4
1000,User1000,,Female,Desktop,Side,,Afternoon,0,4
8748,User8748,,Male,Desktop,Side,,Night,0,2
6861,User6861,,Non-Binary,Tablet,Top,,Afternoon,1,3
6216,User6216,,Non-Binary,Desktop,Top,,,0,2
5309,User5309,63.0,Male,Desktop,Side,Social Media,Evening,0,4
8627,User8627,19.0,Male,Desktop,Top,Education,Afternoon,0,5
4133,User4133,,Male,Desktop,,,,0,1
1839,User1839,56.0,Non-Binary,Desktop,Top,Shopping,Morning,0,5
9531,User9531,,Male,Mobile,Side,,Evening,0,3
4970,User4970,25.0,Non-Binary,Desktop,Side,News,Morning,0,5
1576,User1576,45.0,Male,Tablet,Bottom,Entertainment,Afternoon,0,5
1214,User1214,26.0,Female,Mobile,Bottom,,Evening,1,5
3643,User3643,20.0,Male,Desktop,Bottom,News,Afternoon,0,4
3109,User3109,,Male,Desktop,Side,,Evening,1,1
4891,User4891,45.0,Male,Desktop,Side,Education,Afternoon,0,3
1225,User1225,27.0,Male,Tablet,,Entertainment,,1,3
7480,User7480,61.0,Male,Desktop,Bottom,Social Media,Evening,0,5
3803,User3803,,Male,Desktop,Top,Education,Morning,1,3
9931,User9931,60.0,Male,Desktop,,News,,0,3
6693,User6693,51.0,Male,Mobile,Bottom,Social Media,Evening,0,6
9389,User9389,,Male,Tablet,Bottom,Entertainment,Afternoon,0,5
1014,User1014,,Non-Binary,Tablet,Bottom,,,0,3
8647,User8647,,Female,Desktop,Top,Shopping,Morning,1,5
9736,User9736,,Male,Desktop,Bottom,Education,,1,3
706,User706,37.0,Male,Desktop,Top,Education,,0,4
9944,User9944,47.0,Male,Desktop,Bottom,,Night,0,3
3543,User3543,55.0,Male,Tablet,Top,,Night,1,4
5994,User5994,,Male,Desktop,Top,Social Media,,0,3
6075,User6075,32.0,Non-Binary,Desktop,Side,Social Media,,1,4
5912,User5912,41.0,Non-Binary,Desktop,Side,,Night,1,4
4621,User4621,20.0,Male,Desktop,Top,,Afternoon,1,3
1709,User1709,,Male,Mobile,Bottom,Education,Afternoon,0,4
3182,User3182,45.0,Male,Desktop,Top,Social Media,,0,4
9212,User9212,61.0,Male,Tablet,Bottom,Shopping,Morning,0,5
7151,User7151,,Non-Binary,Desktop,Side,News,Morning,1,4
400,User400,,Male,Tablet,,,,1,1
8081,User8081,38.0,Male,Tablet,Bottom,,Night,1,4
2975,User2975,42.0,Female,Desktop,Bottom,,Night,0,4
5962,User5962,41.0,Non-Binary,Tablet,Top,,Afternoon,0,5
8789,User8789,44.0,Female,Desktop,Top,,Evening,1,4
7151,User7151,,Male,Tablet,Side,News,Morning,1,4
8285,User8285,,Male,Tablet,,,,0,2
9397,User9397,,Male,Tablet,Top,Entertainment,Evening,1,4
3803,User3803,,Male,Desktop,,Education,,1,1
7168,User7168,38.0,Female,Desktop,Top,Entertainment,Evening,0,6
6967,User6967,,Male,Desktop,Side,Entertainment,,0,2
6401,User6401,45.0,Female,Mobile,Side,,Morning,1,5
3658,User3658,45.0,Male,Desktop,Side,Shopping,,1,3
8820,User8820,,Non-Binary,Desktop,,Shopping,,0,3
3982,User3982,22.0,Female,Tablet,Bottom,Education,Morning,0,6
5579,User5579,,Male,Desktop,Side,Shopping,Evening,1,3
3108,User3108,,Male,Tablet,Bottom,Shopping,Morning,0,4
1957,User1957,,Non-Binary,Desktop,Top,,Evening,0,3
5177,User5177,,Male,Tablet,Top,Shopping,Night,0,4
73,User73,42.0,Non-Binary,Desktop,Bottom,News,Morning,0,5
7683,User7683,47.0,Male,Desktop,Top,Entertainment,Afternoon,0,4
1399,User1399,,Male,Mobile,Bottom,Education,Night,1,4
4244,User4244,,Male,Desktop,Side,Education,Evening,0,3
7808,User7808,,Male,Desktop,Top,,Night,1,3
6622,User6622,,Male,Tablet,Bottom,Entertainment,Night,0,5
1482,User1482,,Male,Desktop,Top,Shopping,Afternoon,0,4
1136,User1136,,Male,Desktop,Side,,Morning,1,2
2485,User2485,57.0,Non-Binary,Mobile,Bottom,,Night,1,4
8884,User8884,,Male,Mobile,Side,Social Media,Evening,0,3
3803,User3803,,Female,Mobile,Top,Education,Morning,1,4
2122,User2122,62.0,Non-Binary,Tablet,Side,Shopping,Night,0,6
5276,User5276,42.0,Male,Tablet,Side,,Afternoon,1,4
8832,User8832,49.0,Male,Tablet,Side,,,1,3
3117,User3117,21.0,Male,Desktop,Bottom,,,1,2
9619,User9619,45.0,Male,Mobile,Side,Entertainment,Night,0,5
375,User375,,Male,Desktop,,Social Media,,1,1
316,User316,42.0,Non-Binary,Desktop,Bottom,Social Media,Night,1,4
8430,User8430,47.0,Female,Desktop,Bottom,,Afternoon,0,4
1635,User1635,54.0,Male,Tablet,Top,News,Evening,1,5
4266,User4266,,Male,Desktop,Top,,Morning,1,2
6765,User6765,46.0,Female,Tablet,Side,,Morning,1,5
6390,User6390,46.0,Male,Mobile,Bottom,,,0,4
1721,User1721,34.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1,6
3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1,5
7508,User7508,,Non-Binary,Tablet,Bottom,,Evening,0,4
1723,User1723,,Male,Tablet,Top,News,,0,4
5727,User5727,18.0,Male,Desktop,Side,Shopping,,0,4
6925,User6925,,Male,Mobile,Side,,Afternoon,0,2
518,User518,29.0,Male,Desktop,Bottom,,Morning,1,4
1141,User1141,,Male,Desktop,Bottom,,Afternoon,1,3
4938,User4938,28.0,Male,Desktop,Side,Social Media,,1,4
1041,User1041,,Male,Mobile,,,,1,1
8296,User8296,,Male,Mobile,Top,Shopping,,0,3
9059,User9059,47.0,Female,Mobile,Bottom,Shopping,Morning,0,5
6100,User6100,,Male,Desktop,Bottom,Education,,1,3
8717,User8717,,Male,Tablet,Side,,Morning,0,2
2297,User2297,,Male,Tablet,Side,Education,Morning,1,5
8536,User8536,,Male,Tablet,Side,,Afternoon,0,3
2529,User2529,,Female,Desktop,Top,,Afternoon,1,2
8046,User8046,20.0,Male,Desktop,Bottom,,Night,0,4
5623,User5623,53.0,Male,Desktop,Top,,Morning,1,3
813,User813,,Male,Tablet,Side,Education,Morning,1,3
484,User484,,Female,Desktop,Side,Education,Morning,0,4
2479,User2479,,Male,Desktop,Top,Entertainment,,0,3
3164,User3164,,Male,Desktop,Bottom,,Evening,1,3
1410,User1410,19.0,Female,Desktop,Top,Shopping,Evening,0,6
8208,User8208,,Male,Tablet,Top,Education,Evening,1,4
4853,User4853,,Male,Desktop,Bottom,Shopping,Afternoon,1,3
6237,User6237,32.0,Non-Binary,Desktop,Top,News,Morning,1,5
6849,User6849,39.0,Male,Desktop,Top,,Night,1,3
1729,User1729,26.0,Male,Mobile,Side,,Afternoon,1,3
284,User284,,Male,Tablet,Top,Shopping,Afternoon,1,3
3287,User3287,24.0,Male,Mobile,Bottom,,Morning,0,5
4848,User4848,,Female,Desktop,Bottom,,Night,1,3
1148,User1148,25.0,Male,Desktop,Bottom,,Afternoon,1,3
7981,User7981,,Male,Tablet,Top,,,0,2
5053,User5053,61.0,Male,Desktop,Side,Entertainment,Morning,1,4
5596,User5596,,Male,Tablet,Bottom,Social Media,Afternoon,1,3
2337,User2337,,Male,Desktop,Top,Entertainment,,1,4
5596,User5596,43.0,Male,Desktop,Top,,Afternoon,1,3
5907,User5907,61.0,Non-Binary,Mobile,Top,,Afternoon,0,5
8353,User8353,,Male,Desktop,Bottom,,,1,2
9668,User9668,,Male,Mobile,Bottom,Social Media,Morning,0,3
8922,User8922,26.0,Non-Binary,Mobile,Side,,Evening,0,5
3863,User3863,,Non-Binary,Tablet,Side,,Morning,0,4
1707,User1707,,Female,Mobile,Top,Social Media,Afternoon,0,5
9689,User9689,,Male,Desktop,Bottom,Entertainment,Afternoon,1,5
5609,User5609,28.0,Male,Mobile,Bottom,Shopping,Afternoon,0,5
7878,User7878,60.0,Male,Desktop,Side,,Afternoon,1,3
7808,User7808,,Male,Desktop,Top,,Night,1,2
7055,User7055,,Female,Desktop,Bottom,,,0,3
4776,User4776,27.0,Female,Desktop,Bottom,Social Media,Afternoon,0,5
2431,User2431,54.0,Male,Desktop,Side,,Night,1,3
8273,User8273,22.0,Male,Tablet,Side,,Night,0,4
315,User315,,Non-Binary,Desktop,,Social Media,,1,2
3574,User3574,,Female,Tablet,Bottom,Entertainment,Evening,1,4
5533,User5533,22.0,Male,Tablet,Bottom,,Afternoon,0,5
3352,User3352,,Female,Desktop,Side,,,1,2
8445,User8445,,Female,Desktop,Side,,Night,0,4
2380,User2380,,Non-Binary,Desktop,Side,Education,Evening,0,5
5777,User5777,42.0,Male,Tablet,Bottom,Shopping,Night,0,5
4029,User4029,21.0,Female,Desktop,Bottom,News,Afternoon,1,5
498,User498,32.0,Non-Binary,Desktop,Bottom,News,Night,0,6
3775,User3775,37.0,Male,Tablet,,,,0,2
4053,User4053,,Female,Desktop,Side,,Evening,0,4
1749,User1749,,Non-Binary,Desktop,Bottom,,Evening,0,3
6654,User6654,33.0,Male,Desktop,Top,,,1,3
9200,User9200,,Non-Binary,Desktop,Side,Entertainment,,0,4
1868,User1868,46.0,Non-Binary,Desktop,Top,Education,,0,4
9419,User9419,64.0,Male,Desktop,Top,Social Media,Afternoon,1,3
2288,User2288,,Male,Desktop,Top,Shopping,Morning,0,4
7583,User7583,24.0,Female,Tablet,Side,,Night,0,5
4539,User4539,54.0,Male,Desktop,Bottom,,Night,1,4
2156,User2156,46.0,Female,Tablet,,,,1,3
6553,User6553,,Male,Desktop,Bottom,,Morning,1,3
2373,User2373,31.0,Male,Desktop,Bottom,Social Media,,1,4
9503,User9503,,Male,Desktop,Side,,Evening,0,3
8765,User8765,,Male,Mobile,Top,News,Evening,0,5
7038,User7038,,Male,Tablet,Side,News,,0,3
654,User654,45.0,Male,Desktop,Side,Social Media,Afternoon,0,4
4593,User4593,54.0,Male,Desktop,Side,News,Evening,0,6
8965,User8965,,Female,Desktop,Bottom,,Evening,1,3
2581,User2581,,Female,Desktop,Top,,Evening,1,2
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1,5
7890,User7890,,Non-Binary,Tablet,Side,Entertainment,Morning,0,5
3644,User3644,,Female,Mobile,Bottom,,Evening,1,3
7769,User7769,,Male,Desktop,Top,,Evening,0,1
2595,User2595,,Female,Desktop,,,,1,2
9990,User9990,25.0,Male,Desktop,Side,,Night,1,4
9512,User9512,,Non-Binary,Tablet,Bottom,,Afternoon,0,3
5629,User5629,,Male,Desktop,Top,,,1,1
5498,User5498,,Male,Desktop,Side,Education,Morning,1,3
7605,User7605,48.0,Male,Tablet,Top,Education,Morning,0,5
2964,User2964,40.0,Male,Desktop,Side,Entertainment,Night,1,4
7498,User7498,,Male,Mobile,Side,Shopping,Afternoon,1,4
7630,User7630,23.0,Non-Binary,Desktop,Top,Entertainment,Morning,0,6
5818,User5818,,Male,Tablet,Top,Social Media,,1,3
6743,User6743,,Male,Desktop,Side,Entertainment,Evening,1,3
8789,User8789,,Female,Desktop,Top,Entertainment,,1,3
4233,User4233,44.0,Male,Desktop,Top,,Morning,0,3
1762,User1762,41.0,Male,Desktop,Top,Entertainment,Afternoon,1,4
470,User470,24.0,Male,Mobile,Side,News,Evening,0,6
4981,User4981,,Male,Tablet,,Shopping,,1,3
1214,User1214,26.0,Male,Mobile,Bottom,News,,1,4
1029,User1029,,Male,Mobile,Bottom,,Night,0,3
2774,User2774,,Female,Desktop,Top,News,Evening,0,5
3463,User3463,25.0,Female,Tablet,Bottom,Education,Morning,0,6
9617,User9617,63.0,Male,Tablet,Side,Shopping,,1,4
4273,User4273,,Non-Binary,Tablet,Bottom,Entertainment,Evening,0,5
5301,User5301,,Male,Tablet,Side,Social Media,Night,1,5
1017,User1017,,Female,Mobile,Top,,Night,0,4
2897,User2897,52.0,Male,Desktop,Bottom,,Afternoon,0,4
7324,User7324,,Male,Mobile,Side,Education,Evening,0,4
421,User421,31.0,Non-Binary,Desktop,Side,Shopping,,0,4
4981,User4981,,Male,Desktop,Top,Shopping,Evening,1,3
4266,User4266,,Male,Desktop,Side,News,Morning,1,3
3928,User3928,,Non-Binary,Mobile,Side,Shopping,Morning,0,5
496,User496,40.0,Male,Tablet,Side,,Night,0,5
8515,User8515,,Male,Desktop,Top,Entertainment,Night,1,2
1752,User1752,44.0,Female,Mobile,Side,,Morning,0,4
6128,User6128,,Male,Desktop,Top,,,0,2
185,User185,52.0,Male,Mobile,Top,,Morning,0,4
1529,User1529,20.0,Female,Mobile,Bottom,,Afternoon,1,4
2722,User2722,39.0,Male,Desktop,,,,1,2
7993,User7993,,Male,Mobile,Bottom,Social Media,,1,3
3972,User3972,19.0,Female,Mobile,Top,,Morning,0,5
2771,User2771,25.0,Male,Tablet,Top,,Afternoon,0,4
2036,User2036,63.0,Male,Tablet,Bottom,Entertainment,Evening,0,5
7043,User7043,37.0,Male,Tablet,Side,,Afternoon,0,4
49,User49,,Male,Tablet,Top,,Night,0,3
5308,User5308,,Non-Binary,Desktop,Side,,Night,1,4
5980,User5980,40.0,Female,Desktop,Side,,Morning,1,3
3767,User3767,23.0,Male,Desktop,Bottom,Shopping,Night,0,5
6652,User6652,41.0,Male,Tablet,Side,,Morning,0,5
5574,User5574,52.0,Male,Desktop,Bottom,Shopping,Afternoon,1,4
4272,User4272,,Female,Desktop,Top,Entertainment,Afternoon,0,5
1721,User1721,34.0,Male,Desktop,Side,Social Media,Afternoon,1,3
8400,User8400,,Male,Desktop,Bottom,,,1,1
9689,User9689,,Male,Desktop,Bottom,Entertainment,,1,4
3640,User3640,,Male,Desktop,Side,News,Afternoon,0,4
1797,User1797,27.0,Male,Tablet,Bottom,,Morning,0,4
8147,User8147,,Female,Desktop,Top,,Night,1,3
6495,User6495,,Non-Binary,Desktop,Bottom,Education,Afternoon,1,4
4833,User4833,,Male,Desktop,Bottom,,Evening,0,2
9270,User9270,,Male,Desktop,Side,,,0,3
5216,User5216,,Female,Tablet,Top,Entertainment,Morning,0,5
9101,User9101,,Male,Desktop,Top,,Afternoon,0,3
5780,User5780,,Female,Mobile,Bottom,,Afternoon,1,3
3543,User3543,,Male,Tablet,Top,,Night,1,3
8692,User8692,,Male,Desktop,Bottom,,Afternoon,1,3
1160,User1160,48.0,Female,Desktop,Side,,Afternoon,0,5
9290,User9290,61.0,Male,Desktop,,,,1,2
3372,User3372,54.0,Male,Tablet,Top,Social Media,,0,4
4171,User4171,25.0,Male,Desktop,Side,,,0,3
8439,User8439,58.0,Male,Desktop,Bottom,Education,Morning,0,3
9311,User9311,,Non-Binary,Desktop,Top,Social Media,Afternoon,1,4
3144,User3144,24.0,Male,Desktop,Bottom,Shopping,Morning,1,4
5760,User5760,47.0,Female,Desktop,Bottom,,Afternoon,0,4
5495,User5495,,Male,Mobile,Bottom,News,,1,4
3583,User3583,28.0,Female,Mobile,Side,,,0,4
6412,User6412,46.0,Male,Desktop,Top,Social Media,Night,0,6
1503,User1503,19.0,Male,Tablet,Side,,Afternoon,1,4
8025,User8025,,Female,Desktop,Side,Entertainment,Afternoon,0,4
1494,User1494,18.0,Male,Desktop,Bottom,,Evening,0,4
8432,User8432,44.0,Male,Tablet,Bottom,Social Media,Night,0,5
6765,User6765,,Female,Tablet,Side,Entertainment,,1,4
2825,User2825,,Male,Desktop,Side,,Evening,0,3
9946,User9946,46.0,Male,Tablet,Side,,Evening,0,4
2981,User2981,37.0,Non-Binary,Tablet,Side,,Evening,0,5
8890,User8890,44.0,Female,Tablet,Bottom,,Night,0,5
3543,User3543,55.0,Male,Tablet,Side,,Night,1,3
5623,User5623,,Male,Desktop,Top,,Morning,1,2
1524,User1524,24.0,Male,Mobile,Bottom,,,1,4
5338,User5338,,Male,Desktop,Top,Social Media,Morning,1,4
3014,User3014,,Male,Mobile,Top,,Afternoon,1,2
9227,User9227,,Non-Binary,Mobile,Side,,,1,3
3245,User3245,,Male,Desktop,Bottom,,Afternoon,1,3
3245,User3245,40.0,Male,Desktop,Side,Shopping,Afternoon,1,6
3610,User3610,,Male,Desktop,Bottom,,Night,0,3
8794,User8794,45.0,Non-Binary,Desktop,Top,Social Media,,0,5
1905,User1905,,Male,Desktop,Bottom,,Night,1,2
1253,User1253,,Female,Desktop,Bottom,Shopping,Morning,1,5
5531,User5531,34.0,Male,Desktop,Top,News,Night,1,5
6495,User6495,,Non-Binary,Tablet,Bottom,Education,Afternoon,1,5
3309,User3309,,Male,Desktop,Bottom,,Night,0,1
9267,User9267,20.0,Male,Desktop,Top,,,1,3
3837,User3837,23.0,Male,Desktop,Top,Social Media,Afternoon,0,5
2234,User2234,,Male,Desktop,Top,News,Night,0,4
2694,User2694,,Non-Binary,Desktop,Bottom,,,0,2
3109,User3109,,Male,Tablet,Side,,Evening,1,3
7878,User7878,,Male,Tablet,Side,,Afternoon,1,3
3375,User3375,52.0,Non-Binary,Mobile,Bottom,,Morning,1,5
5110,User5110,44.0,Female,Tablet,Top,Shopping,Morning,1,6
1879,User1879,61.0,Male,Desktop,Side,,Evening,0,5
8306,User8306,,Male,Desktop,Side,Entertainment,,0,3
8104,User8104,,Male,Desktop,,,,0,1
7808,User7808,26.0,Female,Desktop,Top,,Night,1,4
8389,User8389,,Male,Desktop,Side,News,Evening,0,3
161,User161,,Male,Tablet,Side,News,Evening,0,4
6787,User6787,,Female,Mobile,Top,Education,Night,0,5
8817,User8817,53.0,Male,Tablet,,Education,,1,3
7159,User7159,60.0,Male,Desktop,Top,Entertainment,Evening,0,4
373,User373,34.0,Female,Mobile,Top,Education,,1,5
5684,User5684,56.0,Male,Tablet,Side,,Evening,0,5
5351,User5351,,Male,Tablet,Bottom,,Afternoon,0,3
8761,User8761,43.0,Male,Desktop,Bottom,Education,Afternoon,0,6
3746,User3746,,Male,Desktop,Top,,,1,3
2727,User2727,,Non-Binary,Desktop,Bottom,,,1,2
5757,User5757,,Male,Mobile,Side,Shopping,,0,3
9603,User9603,28.0,Non-Binary,Tablet,Bottom,Education,Afternoon,0,6
8965,User8965,25.0,Male,Mobile,Bottom,Social Media,Evening,1,5
8335,User8335,,Female,Desktop,Side,Education,Evening,0,4
5912,User5912,,Non-Binary,Mobile,,Education,,1,3
6657,User6657,22.0,Male,Desktop,Bottom,,Night,1,4
2428,User2428,33.0,Male,Tablet,Top,,Morning,1,3
7993,User7993,,Non-Binary,Mobile,Side,Social Media,Morning,1,4
3945,User3945,,Male,Desktop,Side,Social Media,,0,2
334,User334,,Non-Binary,Desktop,Top,News,Afternoon,0,4
5084,User5084,,Non-Binary,Tablet,Side,,Evening,1,4
9499,User9499,,Female,Mobile,Bottom,,Morning,1,4
9835,User9835,,Male,Desktop,Bottom,,Evening,0,2
1931,User1931,,Female,Mobile,Bottom,Shopping,,1,4
8789,User8789,44.0,Female,Desktop,Top,,Evening,1,5
4484,User4484,48.0,Male,Desktop,Bottom,Education,Afternoon,0,5
1684,User1684,57.0,Male,Mobile,Side,Shopping,Afternoon,0,5
8253,User8253,,Male,Desktop,Bottom,Entertainment,Night,1,4
9829,User9829,,Non-Binary,Tablet,,,,0,2
6576,User6576,62.0,Female,Desktop,Bottom,,Morning,1,5
5273,User5273,64.0,Female,Desktop,Bottom,News,,0,5
4697,User4697,,Male,Desktop,Side,Entertainment,Afternoon,1,3
740,User740,47.0,Male,Tablet,Side,,Evening,0,4
6287,User6287,,Male,Tablet,Bottom,,Morning,1,3
